,age,job,marital
31992,47,management,married
31993,45,management,married
31994,36,management,married
31995,37,admin.,married
31996,42,admin.,divorced
31997,41,self-employed,married
31998,31,management,single
31999,53,blue-collar,married
32000,37,admin.,single
32001,49,blue-collar,married
32002,32,blue-collar,married
32003,39,technician,married
32004,37,blue-collar,married
32005,43,admin.,single
32006,43,management,single
32007,39,technician,married
32008,34,services,single
32009,46,blue-collar,unknown
32010,43,admin.,divorced
32011,39,admin.,married
32012,30,technician,single
32013,46,blue-collar,married
32014,46,admin.,married
32015,30,blue-collar,married
32016,51,self-employed,married
32017,55,unemployed,divorced
32018,36,services,married
32019,36,blue-collar,married
32020,26,blue-collar,married
32021,43,blue-collar,married
32022,46,blue-collar,single
32023,33,admin.,married
32024,49,blue-collar,married
32025,50,blue-collar,married
32026,26,services,single
32027,25,services,single
32028,35,technician,single
32029,42,admin.,married
32030,41,services,single
32031,35,blue-collar,married
32032,35,management,married
32033,50,admin.,married
32034,50,blue-collar,married
32035,45,admin.,divorced
32036,46,blue-collar,married
32037,43,technician,married
32038,29,services,married
32039,36,technician,single
32040,36,admin.,single
32041,41,technician,single
32042,56,blue-collar,married
32043,31,blue-collar,married
32044,36,blue-collar,married
32045,36,blue-collar,married
32046,36,blue-collar,married
32047,48,services,married
32048,45,technician,married
32049,43,blue-collar,married
32050,28,technician,married
32051,39,blue-collar,married
32052,30,blue-collar,married
32053,36,blue-collar,married
32054,30,blue-collar,single
32055,44,blue-collar,married
32056,41,services,married
32057,58,technician,divorced
32058,41,blue-collar,married
32059,57,retired,married
32060,41,technician,married
32061,35,admin.,married
32062,28,blue-collar,married
32063,25,admin.,single
32064,31,management,divorced
32065,50,blue-collar,divorced
32066,33,blue-collar,single
32067,30,blue-collar,married
32068,32,admin.,married
32069,39,blue-collar,married
32070,39,technician,married
32071,39,admin.,single
32072,35,management,single
32073,31,admin.,single
32074,38,admin.,single
32075,34,management,single
32076,38,services,married
32077,31,admin.,single
32078,31,blue-collar,married
32079,48,admin.,married
32080,45,admin.,divorced
32081,49,admin.,divorced
32082,32,blue-collar,married
32083,44,admin.,married
32084,44,admin.,married
32085,34,admin.,married
32086,33,admin.,married
32087,44,admin.,married
32088,34,admin.,married
32089,37,admin.,divorced
32090,35,admin.,married
32091,25,admin.,single
32092,31,services,single
32093,33,services,married
32094,27,blue-collar,single
32095,39,blue-collar,married
32096,36,admin.,married
32097,38,blue-collar,single
32098,36,admin.,married
32099,39,blue-collar,married
32100,41,admin.,single
32101,32,services,married
32102,38,blue-collar,single
32103,56,management,divorced
32104,30,technician,single
32105,33,services,married
32106,45,technician,married
32107,32,technician,divorced
32108,30,technician,single
32109,28,student,single
32110,28,student,single
32111,60,management,married
32112,41,services,divorced
32113,36,services,married
32114,37,blue-collar,married
32115,32,blue-collar,married
32116,36,services,single
32117,38,blue-collar,single
32118,42,admin.,married
32119,39,technician,single
32120,45,technician,divorced
32121,37,blue-collar,single
32122,31,admin.,married
32123,42,technician,married
32124,36,services,single
32125,43,unemployed,married
32126,33,blue-collar,married
32127,31,admin.,single
32128,37,blue-collar,married
32129,34,blue-collar,married
32130,33,blue-collar,married
32131,34,blue-collar,married
32132,36,technician,married
32133,35,blue-collar,married
32134,45,technician,divorced
32135,37,technician,married
32136,35,blue-collar,married
32137,39,management,married
32138,34,blue-collar,married
32139,35,services,single
32140,38,admin.,married
32141,37,blue-collar,married
32142,32,housemaid,married
32143,35,services,single
32144,32,housemaid,married
32145,39,blue-collar,divorced
32146,39,blue-collar,divorced
32147,36,blue-collar,married
32148,31,blue-collar,married
32149,36,blue-collar,married
32150,37,blue-collar,married
32151,37,self-employed,married
32152,35,blue-collar,married
32153,33,services,single
32154,37,entrepreneur,married
32155,31,services,single
32156,37,self-employed,married
32157,46,admin.,divorced
32158,37,admin.,single
32159,34,entrepreneur,married
32160,40,blue-collar,married
32161,39,blue-collar,married
32162,57,retired,single
32163,42,management,divorced
32164,38,admin.,married
32165,58,blue-collar,married
32166,49,blue-collar,single
32167,33,technician,single
32168,34,blue-collar,married
32169,41,services,single
32170,31,self-employed,single
32171,50,blue-collar,married
32172,38,blue-collar,married
32173,41,services,married
32174,29,technician,divorced
32175,25,admin.,single
32176,39,services,married
32177,31,management,married
32178,42,entrepreneur,married
32179,47,services,single
32180,31,self-employed,married
32181,38,admin.,married
32182,51,blue-collar,married
32183,24,blue-collar,single
32184,33,technician,married
32185,32,technician,married
32186,35,blue-collar,married
32187,29,blue-collar,married
32188,33,blue-collar,single
32189,36,entrepreneur,married
32190,31,services,single
32191,31,self-employed,married
32192,33,technician,married
32193,47,blue-collar,married
32194,37,self-employed,single
32195,55,entrepreneur,divorced
32196,25,blue-collar,single
32197,38,admin.,married
32198,34,admin.,married
32199,44,services,single
32200,37,self-employed,single
32201,33,blue-collar,single
32202,53,admin.,married
32203,32,student,single
32204,49,blue-collar,married
32205,34,admin.,single
32206,33,blue-collar,married
32207,39,technician,married
32208,35,blue-collar,married
32209,44,management,divorced
32210,42,technician,married
32211,36,blue-collar,married
32212,32,blue-collar,married
32213,33,admin.,single
32214,36,blue-collar,married
32215,51,management,married
32216,31,management,single
32217,37,blue-collar,married
32218,22,student,single
32219,33,management,married
32220,32,technician,single
32221,45,technician,single
32222,39,admin.,divorced
32223,36,blue-collar,married
32224,36,blue-collar,married
32225,55,blue-collar,divorced
32226,45,technician,single
32227,56,blue-collar,married
32228,32,admin.,married
32229,35,blue-collar,married
32230,32,technician,married
32231,28,services,married
32232,42,services,married
32233,42,services,married
32234,31,blue-collar,married
32235,41,admin.,married
32236,40,services,single
32237,29,blue-collar,married
32238,33,admin.,single
32239,42,admin.,single
32240,35,blue-collar,married
32241,37,blue-collar,married
32242,41,blue-collar,divorced
32243,47,blue-collar,single
32244,28,student,single
32245,46,blue-collar,married
32246,46,admin.,married
32247,33,admin.,married
32248,38,blue-collar,married
32249,49,blue-collar,married
32250,38,blue-collar,single
32251,33,blue-collar,single
32252,25,admin.,single
32253,57,services,divorced
32254,34,admin.,married
32255,38,management,married
32256,45,services,single
32257,51,blue-collar,married
32258,36,services,single
32259,37,admin.,single
32260,35,blue-collar,married
32261,35,blue-collar,married
32262,45,technician,single
32263,32,admin.,married
32264,47,blue-collar,married
32265,38,management,married
32266,34,technician,married
32267,40,services,married
32268,40,services,married
32269,23,student,single
32270,38,blue-collar,single
32271,40,services,married
32272,35,self-employed,single
32273,40,management,single
32274,40,blue-collar,married
32275,40,management,single
32276,31,blue-collar,single
32277,35,services,married
32278,35,admin.,single
32279,35,services,married
32280,58,management,single
32281,58,management,single
32282,40,blue-collar,married
32283,35,services,married
32284,36,admin.,married
32285,30,services,married
32286,32,blue-collar,single
32287,28,blue-collar,married
32288,40,blue-collar,married
32289,34,admin.,single
32290,28,blue-collar,married
32291,24,technician,single
32292,43,services,divorced
32293,31,blue-collar,married
32294,28,blue-collar,single
32295,34,blue-collar,single
32296,37,blue-collar,married
32297,38,admin.,married
32298,27,admin.,single
32299,48,blue-collar,married
32300,42,admin.,divorced
32301,35,admin.,married
32302,41,blue-collar,single
32303,38,admin.,single
32304,41,blue-collar,single
32305,32,technician,married
32306,43,blue-collar,married
32307,28,technician,married
32308,43,blue-collar,married
32309,43,blue-collar,married
32310,29,management,single
32311,34,blue-collar,married
32312,35,admin.,single
32313,55,blue-collar,married
32314,26,blue-collar,single
32315,49,blue-collar,married
32316,35,services,married
32317,35,admin.,single
32318,39,blue-collar,married
32319,54,technician,married
32320,39,blue-collar,married
32321,39,blue-collar,married
32322,37,blue-collar,married
32323,32,blue-collar,married
32324,56,blue-collar,married
32325,37,self-employed,single
32326,52,services,married
32327,24,services,single
32328,35,blue-collar,single
32329,37,admin.,married
32330,43,blue-collar,married
32331,34,admin.,married
32332,38,technician,married
32333,41,blue-collar,married
32334,42,blue-collar,married
32335,41,blue-collar,married
32336,57,management,married
32337,44,services,single
32338,28,admin.,married
32339,41,blue-collar,married
32340,33,admin.,married
32341,27,admin.,single
32342,33,blue-collar,married
32343,44,management,married
32344,33,blue-collar,single
32345,37,blue-collar,married
32346,33,blue-collar,married
32347,32,admin.,married
32348,33,blue-collar,married
32349,33,blue-collar,married
32350,38,blue-collar,single
32351,33,blue-collar,married
32352,37,blue-collar,married
32353,34,admin.,single
32354,33,blue-collar,single
32355,45,technician,single
32356,52,services,married
32357,42,admin.,divorced
32358,29,blue-collar,married
32359,45,technician,married
32360,33,blue-collar,married
32361,52,retired,divorced
32362,32,blue-collar,married
32363,38,blue-collar,married
32364,34,services,married
32365,46,technician,married
32366,22,student,single
32367,30,services,single
32368,40,services,married
32369,58,admin.,married
32370,33,admin.,married
32371,34,blue-collar,married
32372,35,entrepreneur,married
32373,47,services,married
32374,34,admin.,married
32375,29,blue-collar,single
32376,30,self-employed,married
32377,40,services,married
32378,29,blue-collar,single
32379,39,blue-collar,married
32380,34,self-employed,single
32381,37,services,single
32382,26,student,single
32383,37,services,single
32384,25,admin.,single
32385,34,technician,married
32386,21,blue-collar,married
32387,36,blue-collar,married
32388,51,management,married
32389,31,management,married
32390,32,technician,married
32391,41,services,single
32392,39,blue-collar,married
32393,40,blue-collar,married
32394,35,blue-collar,married
32395,47,blue-collar,married
32396,33,blue-collar,married
32397,35,management,single
32398,33,blue-collar,single
32399,54,admin.,divorced
32400,41,services,single
32401,33,admin.,married
32402,35,blue-collar,married
32403,34,management,single
32404,34,management,single
32405,34,admin.,married
32406,37,services,single
32407,32,blue-collar,married
32408,51,admin.,married
32409,41,blue-collar,single
32410,55,management,married
32411,34,admin.,married
32412,40,blue-collar,married
32413,35,technician,married
32414,55,entrepreneur,divorced
32415,31,admin.,married
32416,41,blue-collar,single
32417,35,services,single
32418,29,blue-collar,single
32419,32,blue-collar,married
32420,29,blue-collar,single
32421,25,blue-collar,single
32422,32,management,married
32423,41,services,single
32424,34,blue-collar,married
32425,32,technician,married
32426,30,services,single
32427,32,blue-collar,married
32428,31,blue-collar,married
32429,41,admin.,married
32430,48,admin.,married
32431,39,admin.,single
32432,32,blue-collar,single
32433,43,blue-collar,married
32434,38,blue-collar,married
32435,35,technician,married
32436,40,admin.,married
32437,35,management,married
32438,34,blue-collar,married
32439,37,admin.,single
32440,37,blue-collar,married
32441,42,blue-collar,married
32442,49,blue-collar,single
32443,38,admin.,married
32444,38,admin.,married
32445,34,technician,married
32446,36,blue-collar,married
32447,31,services,married
32448,38,blue-collar,single
32449,35,management,married
32450,29,blue-collar,married
32451,33,admin.,married
32452,27,services,single
32453,46,admin.,married
32454,37,admin.,married
32455,42,blue-collar,married
32456,34,technician,married
32457,32,blue-collar,married
32458,39,services,married
32459,36,admin.,married
32460,29,services,married
32461,30,admin.,single
32462,37,admin.,married
32463,31,self-employed,single
32464,39,blue-collar,married
32465,30,services,divorced
32466,34,admin.,single
32467,28,services,married
32468,37,blue-collar,married
32469,35,services,married
32470,37,blue-collar,married
32471,33,technician,married
32472,47,services,married
32473,36,blue-collar,married
32474,34,admin.,married
32475,46,services,married
32476,33,blue-collar,married
32477,35,admin.,single
32478,27,technician,married
32479,49,blue-collar,married
32480,29,blue-collar,married
32481,30,services,single
32482,43,blue-collar,married
32483,58,management,single
32484,45,blue-collar,single
32485,44,admin.,divorced
32486,39,blue-collar,married
32487,28,admin.,married
32488,42,management,divorced
32489,38,admin.,married
32490,52,services,married
32491,37,blue-collar,married
32492,54,technician,married
32493,32,technician,single
32494,35,entrepreneur,married
32495,33,admin.,single
32496,57,services,divorced
32497,43,blue-collar,married
32498,32,admin.,married
32499,30,admin.,married
32500,25,admin.,single
32501,44,blue-collar,married
32502,45,technician,single
32503,34,blue-collar,married
32504,35,blue-collar,married
32505,35,admin.,married
32506,36,entrepreneur,divorced
32507,34,management,married
32508,32,services,single
32509,54,technician,married
32510,36,admin.,single
32511,42,blue-collar,married
32512,30,blue-collar,married
32513,28,services,married
32514,50,blue-collar,married
32515,37,blue-collar,married
32516,35,admin.,married
32517,44,services,married
32518,59,admin.,married
32519,32,blue-collar,married
32520,36,admin.,married
32521,29,blue-collar,single
32522,30,admin.,married
32523,29,admin.,single
32524,32,admin.,married
32525,30,technician,married
32526,43,blue-collar,married
32527,49,technician,married
32528,34,blue-collar,married
32529,37,unemployed,married
32530,35,admin.,single
32531,36,services,married
32532,34,admin.,married
32533,29,services,divorced
32534,36,services,married
32535,36,services,married
32536,29,services,divorced
32537,44,blue-collar,married
32538,34,blue-collar,married
32539,47,blue-collar,married
32540,47,blue-collar,married
32541,44,blue-collar,married
32542,47,blue-collar,married
32543,34,blue-collar,married
32544,38,blue-collar,married
32545,33,blue-collar,married
32546,34,blue-collar,married
32547,52,admin.,married
32548,32,blue-collar,single
32549,34,blue-collar,married
32550,28,unemployed,married
32551,34,admin.,married
32552,34,technician,married
32553,34,self-employed,single
32554,53,self-employed,divorced
32555,26,blue-collar,married
32556,41,housemaid,single
32557,43,blue-collar,married
32558,29,entrepreneur,married
32559,44,technician,married
32560,34,unemployed,single
32561,29,blue-collar,single
32562,34,technician,single
32563,54,management,married
32564,30,management,married
32565,38,entrepreneur,single
32566,50,blue-collar,married
32567,27,admin.,married
32568,29,services,single
32569,56,services,divorced
32570,39,admin.,married
32571,44,services,married
32572,31,technician,married
32573,32,blue-collar,single
32574,27,services,married
32575,43,services,divorced
32576,45,blue-collar,married
32577,30,blue-collar,married
32578,54,management,married
32579,34,technician,single
32580,39,blue-collar,married
32581,31,admin.,married
32582,44,admin.,married
32583,34,blue-collar,single
32584,31,services,single
32585,25,blue-collar,single
32586,35,blue-collar,married
32587,43,blue-collar,married
32588,40,technician,married
32589,29,admin.,single
32590,44,blue-collar,married
32591,33,blue-collar,married
32592,33,admin.,single
32593,33,blue-collar,married
32594,34,services,married
32595,33,blue-collar,married
32596,37,admin.,married
32597,35,management,single
32598,27,blue-collar,married
32599,30,admin.,married
32600,53,blue-collar,single
32601,35,technician,married
32602,42,blue-collar,married
32603,26,admin.,single
32604,42,blue-collar,married
32605,24,services,single
32606,42,services,single
32607,29,admin.,divorced
32608,34,admin.,married
32609,39,admin.,married
32610,29,admin.,married
32611,26,admin.,single
32612,27,admin.,single
32613,27,admin.,single
32614,34,admin.,married
32615,26,student,single
32616,27,admin.,single
32617,32,self-employed,single
32618,26,admin.,single
32619,26,student,single
32620,33,self-employed,single
32621,30,blue-collar,married
32622,32,blue-collar,married
32623,37,management,single
32624,37,management,single
32625,30,blue-collar,married
32626,40,blue-collar,married
32627,27,entrepreneur,married
32628,30,services,single
32629,23,blue-collar,single
32630,25,admin.,married
32631,48,technician,married
32632,37,services,married
32633,23,blue-collar,single
32634,37,entrepreneur,married
32635,32,blue-collar,married
32636,49,admin.,divorced
32637,37,entrepreneur,married
32638,30,blue-collar,married
32639,23,blue-collar,single
32640,35,blue-collar,married
32641,37,entrepreneur,married
32642,31,technician,single
32643,53,self-employed,married
32644,36,blue-collar,married
32645,32,admin.,married
32646,47,blue-collar,married
32647,41,blue-collar,married
32648,33,services,single
32649,38,admin.,divorced
32650,36,blue-collar,married
32651,38,admin.,divorced
32652,44,blue-collar,married
32653,32,admin.,married
32654,31,technician,single
32655,52,services,married
32656,37,admin.,married
32657,31,admin.,married
32658,36,blue-collar,married
32659,32,technician,single
32660,32,technician,single
32661,36,admin.,married
32662,36,blue-collar,married
32663,45,technician,unknown
32664,26,student,single
32665,31,technician,single
32666,40,blue-collar,married
32667,52,blue-collar,married
32668,34,technician,married
32669,36,blue-collar,divorced
32670,51,blue-collar,married
32671,26,blue-collar,married
32672,34,blue-collar,married
32673,27,self-employed,married
32674,30,admin.,single
32675,32,housemaid,single
32676,30,admin.,single
32677,54,management,married
32678,38,blue-collar,married
32679,51,entrepreneur,divorced
32680,51,entrepreneur,divorced
32681,51,entrepreneur,divorced
32682,39,blue-collar,single
32683,39,blue-collar,single
32684,35,blue-collar,married
32685,27,admin.,single
32686,53,admin.,married
32687,33,technician,single
32688,46,blue-collar,married
32689,31,admin.,divorced
32690,27,admin.,single
32691,31,admin.,divorced
32692,48,blue-collar,married
32693,30,technician,single
32694,30,blue-collar,married
32695,35,technician,married
32696,42,blue-collar,married
32697,52,blue-collar,married
32698,28,blue-collar,married
32699,32,services,married
32700,35,technician,married
32701,39,services,married
32702,31,services,single
32703,27,admin.,single
32704,39,services,married
32705,42,management,married
32706,39,services,married
32707,30,blue-collar,married
32708,55,blue-collar,divorced
32709,47,blue-collar,married
32710,51,entrepreneur,married
32711,41,technician,single
32712,32,technician,single
32713,51,entrepreneur,married
32714,51,entrepreneur,married
32715,46,management,single
32716,57,technician,married
32717,31,technician,married
32718,29,technician,single
32719,29,technician,single
32720,50,blue-collar,married
32721,47,blue-collar,married
32722,38,blue-collar,married
32723,47,blue-collar,married
32724,31,blue-collar,single
32725,30,blue-collar,married
32726,34,admin.,single
32727,56,management,married
32728,27,technician,single
32729,46,technician,married
32730,29,blue-collar,married
32731,31,admin.,married
32732,34,blue-collar,married
32733,47,admin.,single
32734,36,services,married
32735,30,services,single
32736,33,services,single
32737,45,blue-collar,divorced
32738,39,blue-collar,married
32739,30,services,single
32740,34,blue-collar,single
32741,30,services,single
32742,26,services,single
32743,48,admin.,divorced
32744,35,blue-collar,single
32745,26,services,single
32746,43,blue-collar,married
32747,36,admin.,single
32748,27,admin.,single
32749,36,services,married
32750,29,admin.,divorced
32751,36,services,married
32752,28,blue-collar,married
32753,35,admin.,single
32754,51,admin.,married
32755,39,blue-collar,married
32756,40,admin.,single
32757,34,management,married
32758,34,technician,married
32759,47,blue-collar,married
32760,34,technician,married
32761,38,blue-collar,married
32762,31,services,single
32763,44,admin.,single
32764,35,admin.,single
32765,55,retired,married
32766,34,blue-collar,single
32767,34,technician,married
32768,27,unknown,single
32769,34,technician,married
32770,34,technician,married
32771,37,blue-collar,married
32772,38,services,married
32773,50,blue-collar,married
32774,27,unknown,single
32775,34,services,divorced
32776,30,admin.,single
32777,37,admin.,single
32778,31,blue-collar,married
32779,38,blue-collar,married
32780,32,blue-collar,married
32781,36,technician,single
32782,49,services,married
32783,33,unemployed,married
32784,43,blue-collar,married
32785,49,services,married
32786,34,unemployed,married
32787,37,blue-collar,married
32788,28,technician,married
32789,45,admin.,single
32790,27,blue-collar,married
32791,37,blue-collar,married
32792,32,blue-collar,married
32793,31,management,single
32794,31,management,single
32795,35,technician,married
32796,29,admin.,single
32797,32,technician,single
32798,36,admin.,single
32799,50,blue-collar,divorced
32800,33,blue-collar,married
32801,31,technician,single
32802,32,technician,married
32803,32,blue-collar,married
32804,33,admin.,single
32805,26,admin.,single
32806,31,technician,single
32807,44,blue-collar,married
32808,34,admin.,unknown
32809,35,admin.,single
32810,41,services,divorced
32811,34,admin.,unknown
32812,27,student,single
32813,32,blue-collar,married
32814,39,blue-collar,single
32815,34,admin.,unknown
32816,24,services,married
32817,37,technician,divorced
32818,36,admin.,married
32819,39,admin.,married
32820,29,admin.,divorced
32821,27,technician,married
32822,35,technician,single
32823,39,admin.,single
32824,29,blue-collar,single
32825,39,blue-collar,single
32826,39,blue-collar,single
32827,47,admin.,single
32828,54,blue-collar,married
32829,27,entrepreneur,married
32830,23,blue-collar,single
32831,31,technician,single
32832,30,management,married
32833,33,services,married
32834,33,admin.,married
32835,28,blue-collar,single
32836,33,admin.,married
32837,33,admin.,married
32838,49,blue-collar,single
32839,39,blue-collar,married
32840,32,blue-collar,married
32841,30,admin.,married
32842,29,entrepreneur,married
32843,52,services,married
32844,28,blue-collar,married
32845,32,admin.,married
32846,29,admin.,single
32847,42,blue-collar,married
32848,31,admin.,divorced
32849,39,blue-collar,married
32850,36,admin.,married
32851,28,blue-collar,married
32852,38,blue-collar,married
32853,39,services,married
32854,30,blue-collar,married
32855,44,technician,married
32856,31,technician,married
32857,34,services,divorced
32858,48,admin.,divorced
32859,28,blue-collar,married
32860,31,technician,married
32861,55,management,married
32862,27,housemaid,married
32863,48,admin.,divorced
32864,25,admin.,married
32865,49,entrepreneur,married
32866,35,technician,married
32867,46,management,married
32868,26,admin.,single
32869,30,blue-collar,married
32870,36,blue-collar,married
32871,28,services,married
32872,31,blue-collar,married
32873,57,technician,married
32874,28,blue-collar,married
32875,29,admin.,single
32876,38,blue-collar,divorced
32877,32,blue-collar,married
32878,51,admin.,married
32879,57,technician,married
32880,35,services,divorced
32881,46,management,married
32882,57,technician,married
32883,50,admin.,single
32884,57,technician,married
32885,32,technician,single
32886,47,blue-collar,married
32887,54,management,married
32888,32,technician,married
32889,53,self-employed,married
32890,36,admin.,married
32891,30,services,divorced
32892,30,blue-collar,single
32893,30,blue-collar,married
32894,40,services,divorced
32895,28,blue-collar,married
32896,29,entrepreneur,married
32897,46,blue-collar,married
32898,35,blue-collar,single
32899,33,blue-collar,single
32900,45,management,married
32901,41,services,single
32902,45,management,married
32903,35,blue-collar,married
32904,32,entrepreneur,married
32905,34,technician,married
32906,35,blue-collar,married
32907,53,admin.,married
32908,27,unknown,single
32909,40,admin.,married
32910,30,services,married
32911,38,admin.,divorced
32912,28,entrepreneur,single
32913,32,blue-collar,married
32914,46,admin.,married
32915,43,admin.,divorced
32916,30,technician,single
32917,30,technician,single
32918,47,blue-collar,married
32919,28,technician,single
32920,57,technician,married
32921,34,blue-collar,single
32922,32,blue-collar,married
32923,56,blue-collar,married
32924,32,admin.,married
32925,49,blue-collar,married
32926,49,blue-collar,married
32927,47,services,divorced
32928,30,admin.,single
32929,36,services,married
32930,28,technician,single
32931,48,admin.,divorced
32932,42,admin.,married
32933,57,technician,married
32934,31,admin.,divorced
32935,42,management,married
32936,30,blue-collar,married
32937,52,admin.,single
32938,28,blue-collar,married
32939,29,services,divorced
32940,46,admin.,married
32941,25,student,single
32942,27,entrepreneur,married
32943,32,blue-collar,married
32944,38,services,married
32945,36,admin.,married
32946,49,blue-collar,single
32947,30,technician,single
32948,32,technician,single
32949,34,technician,married
32950,44,blue-collar,married
32951,31,technician,single
32952,29,blue-collar,married
32953,28,blue-collar,single
32954,58,technician,divorced
32955,36,entrepreneur,married
32956,31,services,married
32957,29,blue-collar,married
32958,33,admin.,married
32959,55,management,married
32960,35,blue-collar,married
32961,39,blue-collar,married
32962,37,admin.,single
32963,35,blue-collar,married
32964,26,blue-collar,single
32965,44,technician,married
32966,26,student,single
32967,44,admin.,married
32968,30,services,single
32969,28,blue-collar,married
32970,27,services,married
32971,33,blue-collar,single
32972,32,blue-collar,married
32973,43,blue-collar,married
32974,24,technician,single
32975,37,entrepreneur,married
32976,32,admin.,single
32977,30,services,married
32978,50,blue-collar,married
32979,43,services,divorced
32980,46,blue-collar,married
32981,30,blue-collar,married
32982,36,blue-collar,married
32983,30,admin.,single
32984,32,entrepreneur,married
32985,42,entrepreneur,married
32986,56,services,single
32987,54,management,married
32988,39,blue-collar,married
32989,35,services,married
32990,31,blue-collar,single
32991,37,admin.,married
32992,35,blue-collar,married
32993,32,blue-collar,married
32994,54,blue-collar,divorced
32995,30,blue-collar,married
32996,34,services,married
32997,30,admin.,single
32998,40,services,married
32999,34,admin.,unknown
33000,37,entrepreneur,married
33001,33,blue-collar,single
33002,47,blue-collar,married
33003,35,blue-collar,single
33004,30,technician,single
33005,33,admin.,married
33006,50,services,married
33007,37,blue-collar,married
33008,37,housemaid,divorced
33009,55,self-employed,married
33010,49,blue-collar,single
33011,30,entrepreneur,married
33012,44,blue-collar,married
33013,27,blue-collar,married
33014,35,technician,single
33015,31,blue-collar,married
33016,29,admin.,single
33017,33,services,married
33018,36,technician,single
33019,29,blue-collar,married
33020,25,blue-collar,single
33021,42,blue-collar,married
33022,47,blue-collar,married
33023,44,technician,married
33024,34,blue-collar,single
33025,44,blue-collar,married
33026,31,technician,married
33027,33,services,single
33028,26,admin.,single
33029,29,entrepreneur,married
33030,37,blue-collar,married
33031,41,services,single
33032,26,services,single
33033,31,technician,single
33034,36,technician,married
33035,27,blue-collar,married
33036,35,blue-collar,married
33037,35,admin.,divorced
33038,25,technician,single
33039,34,blue-collar,married
33040,46,blue-collar,married
33041,41,blue-collar,married
33042,34,admin.,married
33043,23,services,single
33044,33,admin.,married
33045,40,unemployed,single
33046,33,blue-collar,married
33047,35,entrepreneur,married
33048,46,blue-collar,married
33049,47,blue-collar,married
33050,29,student,single
33051,33,services,single
33052,37,services,married
33053,54,management,married
33054,45,admin.,single
33055,24,services,single
33056,53,blue-collar,married
33057,46,services,divorced
33058,32,admin.,married
33059,40,technician,married
33060,47,admin.,single
33061,35,admin.,single
33062,28,blue-collar,married
33063,54,management,married
33064,33,technician,single
33065,29,technician,single
33066,31,technician,single
33067,30,services,married
33068,43,self-employed,single
33069,46,management,married
33070,41,entrepreneur,married
33071,46,technician,divorced
33072,28,services,single
33073,32,technician,married
33074,27,blue-collar,single
33075,36,admin.,single
33076,33,blue-collar,married
33077,32,blue-collar,married
33078,28,student,single
33079,26,self-employed,married
33080,38,services,single
33081,23,blue-collar,married
33082,30,blue-collar,married
33083,28,admin.,married
33084,33,services,divorced
33085,32,services,married
33086,43,blue-collar,single
33087,35,admin.,single
33088,31,technician,married
33089,32,management,single
33090,39,services,married
33091,27,services,married
33092,37,admin.,married
33093,29,admin.,single
33094,40,blue-collar,married
33095,36,admin.,married
33096,26,services,single
33097,30,blue-collar,married
33098,27,admin.,single
33099,47,blue-collar,married
33100,36,services,divorced
33101,35,admin.,single
33102,41,blue-collar,married
33103,27,housemaid,single
33104,29,admin.,married
33105,43,blue-collar,married
33106,51,blue-collar,divorced
33107,35,admin.,single
33108,49,admin.,married
33109,33,blue-collar,married
33110,45,admin.,single
33111,50,management,divorced
33112,50,unknown,married
33113,33,services,married
33114,30,self-employed,married
33115,31,blue-collar,married
33116,26,admin.,single
33117,34,admin.,divorced
33118,30,services,single
33119,32,blue-collar,married
33120,31,technician,single
33121,39,admin.,single
33122,38,blue-collar,married
33123,51,blue-collar,divorced
33124,33,blue-collar,single
33125,43,blue-collar,married
33126,35,admin.,married
33127,38,technician,married
33128,50,unknown,married
33129,32,management,single
33130,37,blue-collar,divorced
33131,43,blue-collar,married
33132,36,blue-collar,married
33133,34,admin.,married
33134,54,blue-collar,divorced
33135,28,services,single
33136,42,blue-collar,married
33137,29,admin.,single
33138,40,services,married
33139,33,technician,single
33140,33,blue-collar,married
33141,38,admin.,single
33142,51,admin.,married
33143,38,services,single
33144,33,blue-collar,married
33145,42,blue-collar,married
33146,32,admin.,divorced
33147,28,admin.,single
33148,28,admin.,single
33149,36,blue-collar,married
33150,48,blue-collar,married
33151,40,services,divorced
33152,34,technician,single
33153,31,blue-collar,single
33154,38,services,single
33155,59,services,divorced
33156,27,blue-collar,married
33157,27,blue-collar,single
33158,35,blue-collar,married
33159,27,blue-collar,single
33160,36,services,single
33161,35,blue-collar,married
33162,59,services,divorced
33163,35,blue-collar,married
33164,47,admin.,divorced
33165,44,admin.,divorced
33166,45,blue-collar,married
33167,49,blue-collar,married
33168,28,blue-collar,married
33169,43,services,married
33170,45,blue-collar,married
33171,38,admin.,married
33172,35,technician,married
33173,48,technician,divorced
33174,48,blue-collar,single
33175,45,services,married
33176,48,blue-collar,married
33177,27,blue-collar,married
33178,29,blue-collar,married
33179,35,blue-collar,married
33180,45,services,married
33181,26,admin.,single
33182,33,technician,single
33183,41,housemaid,married
33184,41,housemaid,married
33185,54,blue-collar,married
33186,46,entrepreneur,married
33187,38,blue-collar,married
33188,30,admin.,married
33189,46,entrepreneur,married
33190,43,admin.,single
33191,26,services,married
33192,43,admin.,single
33193,36,entrepreneur,single
33194,43,admin.,single
33195,43,admin.,single
33196,38,entrepreneur,married
33197,54,blue-collar,married
33198,58,blue-collar,married
33199,29,student,single
33200,36,entrepreneur,single
33201,43,admin.,single
33202,36,admin.,single
33203,27,blue-collar,single
33204,35,technician,divorced
33205,39,management,single
33206,59,blue-collar,married
33207,34,blue-collar,married
